Código do Município;Município;Estado;Região;Região Metropolitana;Ano de Referência;Código do Prestador;Prestador;Sigla do Prestador;Natureza Jurídica;POP_TOT - População total do município (Fonte: IBGE):;POP_URB - População urbana do município (Fonte: IBGE);CS001 - Existe coleta seletiva formalizada pela prefeitura no município?;CS050 - População urbana do município atendida com a coleta seletiva do tipo porta a porta executada pela Prefeitura (ou SLU);FN201 - A Prefeitura (Prestadora) cobra pelos serviços de coleta regular, transporte e destinação final de RSU (Antigo campo GE012);FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN221 - Receita orçada com a cobrança de taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE005);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);FN223 - Despesa Corrente da Prefeitura durante o ano com TODOS os serviços do município (saúde, educação, pagamento de pessoal, etc.). (Antigo campo GE010);FN224 - A Prefeitura recebeu algum recurso federal para aplicação no setor de manejo de RSU? (Antigo campo GE025);FN225 - Valor repassado (Antigo campo GE026);FN226 - Tipo de recurso (Antigo campo GE028);PO021 - O município definiu mecanismos de participação e controle social?;PO036 - Limpeza pública e manejo de resíduos sólidos;PO040 - As metas do plano para os resíduos sólidos estão sendo alcançadas?;PO042 - O município é integrante de algum CONSÓRCIO INTERMUNICIPAL regulamentado pela Lei nº 11.107/2005 que tenha entre suas atribuições específicas a gestão ou prestação de um ou mais serviços de manejo de RSU (serviços de coleta de resíduos domiciliares ou públicos, operações de aterro sanitário etc.);PO044 - Qual o ano de adesão do município ao referido consórcio intermunicipal?;PO048 - O Município possui Plano Municipal de Gestão Integrada de Resíduos Sólidos (PMGIRS) conforme a Lei nº 12.305/2010 que trata da Política Nacional de Resíduos Sólidos?;PO049 - Quando foi aprovado?;PO050 - O Plano de Gestão de Resíduos Sólidos referido anteriormente é individualizado (somente para o município) ou é intermunicipal (regional) contemplando também outros municípios? ATENÇÃO: Não considerar o Plano Estadual como resposta!!!;PO051 - Quais os demais municípios abrangidos pelo Plano de Gestão [Regional]?;TB014 - Quantidade de trabalhadores de agentes privados envolvidos nos serviços de manejo de RSU (Antigo campo GE016);IN006 - Despesa per capita com manejo de rsu em relação à população urbana
311040;Camacho;MG;Sudeste     ;;2020;31104040;Prefeitura Municipal de Camacho;PMC;Administração pública direta;2.869;1.326;Não;;Não;30.945,20;;;14.618.534,11;Não;;;;;;Não;;Não;;;;0;23,34
311050;Camanducaia;MG;Sudeste     ;;2020;31105040;Prefeitura Municipal de Camanducaia;PMC;Administração pública direta;21.801;15.998;Não;;Sim;2.266.570,39;975.000,00;1.751.286,91;67.466.114,31;Não;;;;Sim;Sim;Não;;Sim;nov/15;Municipal;;10;141,68
311060;Cambuí;MG;Sudeste     ;;2020;31106040;SECRETARIA DE OBRAS DA PREFEITURA MUNICIPAL DE CAMBUI;SOSP;Administração pública direta;29.814;25.167;Sim;10.000;Sim;2.332.327,55;805.192,80;805.192,80;65.609.070,00;Não;;;;;;Não;;Não;;;;0;92,67
311070;Cambuquira;MG;Sudeste     ;;2020;31107040;Prefeitura Municipal de Cambuquira;PMC;Administração pública direta;12.812;10.631;Não;;Sim;1.281.138,18;396.750,00;402.053,47;30.290.772,77;Não;;;;;;Não;;Não;;;;0;120,51
311090;Campanha;MG;Sudeste     ;;2020;31109040;Prefeitura Municipal da Campanha;PM;Administração pública direta;16.762;14.474;Não;;Não;1.439.398,09;;;39.916.486,64;Não;;;;;;Não;;Não;;;;0;99,45
311100;Campestre;MG;Sudeste     ;;2020;31110040;Prefeitura Municipal de Campestre;PMC;Administração pública direta;21.054;11.154;Sim;11.154;Sim;231.804,53;184.429,85;119.675,50;44.695.679,65;Não;;;Não;Sim;Não;Não;;Não;;;;0;20,78
311110;Campina Verde;MG;Sudeste     ;;2020;31111040;Município de Campina Verde;PMCV;Administração pública direta;19.752;14.753;Não;;Não;1.466.583,59;;;42.338.700,10;;;;;;;Não;;Não;;;;0;99,41
311120;Campo Belo;MG;Sudeste     ;;2020;31112040;PREFEITURA MUNICIPAL DE CAMPO BELO;PMCB;Administração pública direta;54.186;51.118;Sim;51.118;Não;2.424.539,86;;;145.947.640,32;Não;;;Sim;Sim;Sim;Não;;Sim;mar/21;Municipal;;20;47,43
311130;Campo do Meio;MG;Sudeste     ;;2020;31113040;Prefeitura Municipal de Campo do Meio;PMCM;Administração pública direta;11.651;10.212;Não;;Sim;1.983.771,87;300.852,89;215.776,03;31.976.889,12;Não;;;;;;Não;;Não;;;;0;194,26
311140;Campo Florido;MG;Sudeste     ;;2020;31114040;PREFEITURA MUNICIPAL DE CAMPO FLORIDO;MG;Administração pública direta;8.269;6.269;Sim;5.500;Sim;1.158.434,05;187.754,51;145.489,98;38.037.150,65;;;;;;;Sim;;Sim;mai/20;Intermunicipal;[8 municípios]: Conceição das Alagoas - MG, Planura - MG, Uberaba - MG, Campo Florido - MG, Delta - MG, Veríssimo - MG, Água Comprida - MG, Sacramento - MG;43;184,79
311150;Campos Altos;MG;Sudeste     ;;2020;31115040;Prefeitura Municipal de Campos Altos;PMCA;Administração pública direta;15.563;14.146;Não;;Não;1.010.000,00;;;36.543.643,56;Não;;;Não;;;Não;;Sim;dez/16;Municipal;;11;71,4
311160;Campos Gerais;MG;Sudeste     ;;2020;31116040;Prefeitura Municipal de Campos Gerais;PMCG;Administração pública direta;28.842;20.018;Não;;Não;2.032.056,81;;;78.043.912,29;;;;;;;Não;;Sim;dez/14;Municipal;;0;101,51
311170;Canaã;MG;Sudeste     ;;2020;31117040;Prefeitura Municipal de Canaã;PMC;Administração pública direta;4.548;1.827;Não;;Sim;310.419,62;1.000,00;2.331,21;17.034.783,78;Não;;;;;;Sim;;Não;;;;6;169,91
311190;Cana Verde;MG;Sudeste     ;;2020;31119040;PREFEITURA MUNICIPAL DE CANA VERDE;PMCV;Administração pública direta;5.594;4.072;Sim;1.200;Não;418.018,90;;;19.094.474,52;Não;;;;;;Sim;;Não;;;;29;102,66
311200;Candeias;MG;Sudeste     ;;2020;31120040;PREFEITURA MUNICIPAL DE CANDEIAS;PMC;Administração pública direta;14.888;10.411;Não;;Não;748.800,00;;;52.673.156,50;Não;;;;;;Não;;Não;;;;0;71,92
311205;Cantagalo;MG;Sudeste     ;;2020;31120540;Prefeitura Municipal de Cantagalo;PMC;Administração pública direta;4.551;2.689;Não;;Não;350.000,00;;;5.000.000,00;;;;;;;Não;;Sim;;Municipal;;0;130,16
311210;Caparaó;MG;Sudeste     ;;2020;31121040;Prefeitura Municipal de Caparaó;pmc;Administração pública direta;5.451;2.099;Não;;Não;55.332,00;;;15.800.200,00;Não;;;;;;Não;;Não;;;;0;26,36
311220;Capela Nova;MG;Sudeste     ;;2020;31122040;Prefeitura Municipal de Capela Nova;PMCN;Administração pública direta;4.634;2.078;Não;;Sim;146.392,10;3.578,80;2.975,79;14.727.112,22;Não;;;Não;Sim;Sim;Não;;Sim;jul/17;Municipal;;0;70,45
311230;Capelinha;MG;Sudeste     ;;2020;31123040;PREFEITURA DE CAPELINHA;PMC;Administração pública direta;38.057;27.067;Não;;Não;1.518.560,63;;;67.907.301,12;Não;;;Não;;;Não;;Sim;dez/11;Intermunicipal;[2 municípios]: Turmalina - MG, Minas Novas - MG;8;56,1
311240;Capetinga;MG;Sudeste     ;;2020;31124040;Prefeitura Municipal de Capetinga;PM;Administração pública direta;6.890;5.753;Não;;Sim;961.446,53;300.000,00;281.072,52;19.330.139,87;Não;;;;;;Sim;;Sim;jun/19;Municipal;;0;167,12
311250;Capim Branco;MG;Sudeste     ;RM Belo Horizonte ;2020;31125040;Divisão de Meio Ambiente;DMA;Administração pública direta;9.826;8.951;Não;;Sim;843.687,01;120.162,29;56.152,65;19.188.375,12;Não;;;;;;Não;;Não;;;;0;94,26
311260;Capinópolis;MG;Sudeste     ;;2020;31126040;Prefeitura Municipal de Capinópolis;PMC;Administração pública direta;16.234;15.185;Sim;;Sim;1.057.000,00;1.000.000,00;1.000.000,00;36.000.000,00;Não;;;Sim;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Sim;jan/13;Municipal;;15;69,61
311265;Capitão Andrade;MG;Sudeste     ;;2020;31126540;PREFEITURA MUNICIPAL DE CAPITÃO ANDRADE;PREFCA;Administração pública direta;5.514;4.000;Não;;Sim;572.730,44;;7.116,00;17.774.429,32;Sim;217.931,03;Não oneroso (a fundo perdido);Sim;Sim;;Sim;;Não;;;;0;143,18
311270;Capitão Enéas;MG;Sudeste     ;;2020;31127040;PREFEITURA MUNICIPAL;PMCE;Administração pública direta;15.313;12.418;Não;;Não;160.168,35;;;37.436.684,86;Não;;;Não;Sim;Sim;Não;;Sim;nov/19;Municipal;;0;12,9
311280;Capitólio;MG;Sudeste     ;;2020;31128040;Prefeitura Municipal;PMC;Administração pública direta;8.663;6.883;Sim;6.883;Sim;1.267.151,82;1.200.000,00;1.058.854,41;36.885.050,38;Não;;;;;;Sim;;Não;;;;0;184,1
311290;Caputira;MG;Sudeste     ;;2020;31129040;PREFEITURA MUNICIPAL DE CAPUTIRA;PM;Administração pública direta;9.308;3.895;Não;;Não;425.564,00;;;19.876.775,79;Não;;;;;;Não;;Não;;;;0;109,26
311300;Caraí;MG;Sudeste     ;;2020;31130040;Prefeitura Municipal Caraí;PMC;Administração pública direta;23.780;7.653;Não;;Não;776.804,34;;;13.746.797,14;Não;;;;;;Não;;Não;;;;0;101,5
311310;Caranaíba;MG;Sudeste     ;;2020;31131040;Prefeitura Municipal de Caranaíba;PMC;Empresa pública;3.166;1.132;Não;;Não;106.282,00;;;8.209.921,47;Não;;;;;;Sim;;Sim;abr/19;Intermunicipal;[6 municípios]: Cristiano Otoni - MG, Santana dos Montes - MG, Caranaíba - MG, Queluzito - MG, Carandaí - MG, Casa Grande - MG;0;93,89
311320;Carandaí;MG;Sudeste     ;;2020;31132040;Prefeitura Municipal de Carandaí;PMC;Administração pública direta;25.669;20.016;Não;;Sim;543.600,00;40.000,00;40.000,00;69.000.002,00;Não;;;;Sim;Não;Sim;;Sim;jun/17;Intermunicipal;[5 municípios]: Cristiano Otoni - MG, Caranaíba - MG, Santana dos Montes - MG, Queluzito - MG, Casa Grande - MG;0;27,16
311330;Carangola;MG;Sudeste     ;;2020;31133040;PREFEITURA MUNICIPAL DE CARANGOLA;PMC;Administração pública direta;33.011;26.636;Não;;Sim;1.618.929,61;53.656,00;48.372,00;67.351.516,00;Não;;;Sim;Sim;Não;Não;;Sim;mar/18;Municipal;;18;60,78
311340;Caratinga;MG;Sudeste     ;;2020;31134040;Secretaria de Meio Ambiente e Serviços Urbanos;PM;Administração pública direta;92.603;76.562;Sim;;Sim;9.819.635,50;4.300.000,00;4.300.000,00;198.997.489,42;Não;;;;Sim;Sim;Não;;Não;;;;86;128,26
311350;Carbonita;MG;Sudeste     ;;2020;31135040;PREFEITURA MUNICIPAL DE CARBONITA;PMC;Administração pública direta;9.414;6.934;Não;;Não;793.725,70;;;23.733.590,36;Não;;;;;;Não;;Não;;;;8;114,47
311360;Careaçu;MG;Sudeste     ;;2020;31136040;Prefeitura Municipal de Careau;MG;Administração pública direta;6.792;5.071;Não;;Sim;131.000,00;35.000,00;20.000,00;16.000.000,00;Não;;;;;;Não;;Não;;;;0;25,83
311370;Carlos Chagas;MG;Sudeste     ;;2020;31137040;Prefeitura Municipal de Carlos Chagas;PMCC;Administração pública direta;18.674;12.063;Sim;;Não;2.257.030,70;;;60.199.424,51;Não;;;;;;Não;;Não;;;;0;187,1
311380;Carmésia;MG;Sudeste     ;;2020;31138040;SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO;SAAE;Autarquia;2.646;1.418;Não;;Sim;279.983,11;16.671,68;17.598,89;12.726.815,91;Não;;;;;;Não;;Não;;;;0;197,45
311390;Carmo da Cachoeira;MG;Sudeste     ;;2020;31139040;PREFEITURA MUNICIPAL DE CARMO DA CACHOEIRA;PMCC;Empresa pública;12.182;9.228;Não;;Sim;885.890,89;155.000,00;128.180,81;28.298.224,22;Não;;;Sim;;;Não;;Não;;;;0;96
311400;Carmo da Mata;MG;Sudeste     ;;2020;31140040;Prefeitura Municipal;PM;Administração pública direta;11.511;9.070;Não;;Não;325.000,00;;;30.882.600,00;;;;;;;Não;;Sim;;Municipal;;0;35,83
311410;Carmo de Minas;MG;Sudeste     ;;2020;31141040;Departamento Municipal de Meio Ambiente e Agropecuária;DAMA;Administração pública direta;14.947;11.076;Sim;11.076;Sim;898.177,19;233.493,33;122.837,39;38.403.004,98;Não;;;;;;Não;;Sim;;Municipal;;0;81,09
311420;Carmo do Cajuru;MG;Sudeste     ;;2020;31142040;Secretaria Municipal de Meio Ambiente e Desenvolvimento Sustentável;PMCC;Administração pública direta;22.693;19.663;Sim;17.290;Sim;1.137.673,32;340.851,88;340.851,88;50.873.690,02;Sim;205.219,74;Oneroso (financiamento);Sim;Sim;Não;Não;;Sim;dez/17;Municipal;;0;57,86
311430;Carmo do Paranaíba;MG;Sudeste     ;;2020;31143040;Prefeitura Municipal de Carmo do Paranaíba;PMCP;Administração pública direta;30.334;25.708;Não;;Não;4.546.434,06;;;80.748.847,35;Não;;;Não;Sim;Sim;Não;;Sim;dez/16;Municipal;;12;176,85
311450;Carmópolis de Minas;MG;Sudeste     ;;2020;31145040;Serviço de Saneamento Ambiental Municipal;SESAM;Autarquia;19.559;13.562;Sim;13.562;Sim;1.463.402,49;883.923,46;807.346,01;60.400.000,00;Não;;;Sim;Sim;Sim;Não;;Sim;mai/15;Municipal;;0;107,9
311455;Carneirinho;MG;Sudeste     ;;2020;31145540;Prefeitura Municipal de Carneirinho;PMC;Administração pública direta;10.066;7.413;Não;;Não;1.849.667,42;;;48.604.906,40;Não;;;;;;Não;;Não;;;;0;249,52
311460;Carrancas;MG;Sudeste     ;;2020;31146040;Prefeitura Municipal de Carrancas;PMC;Administração pública direta;4.049;2.679;Sim;2.679;Não;291.601,22;;;18.128.301,99;Não;;;;;;Não;;Não;;;;0;108,85
311470;Carvalhópolis;MG;Sudeste     ;;2020;31147040;Prefeitura Municipal de Carvalhópolis;PMC;Administração pública direta;3.597;2.647;Sim;2.647;Sim;427.549,22;11.860,00;42.571,47;15.351.099,51;;;;;;;Sim;;Sim;dez/15;Municipal;;0;161,52
311480;Carvalhos;MG;Sudeste     ;;2020;31148040;Prefeitura Municipal de Carvalhos;PMC;Administração pública direta;4.461;2.386;Não;;Não;176.987,32;;;15.723.917,36;Não;;;Não;;;Não;;Não;;;;1;74,18
311500;Cascalho Rico;MG;Sudeste     ;;2020;31150040;Prefeitura Municipal de Cascalho Rico;PMCR;Administração pública direta;3.092;1.944;Não;;Sim;351.400,00;65.000,00;6.000,00;25.000.000,00;Não;;;;;;Não;;Não;;;;0;180,76
311510;Cássia;MG;Sudeste     ;;2020;31151040;Prefeitura de Cássia;PMC;Administração pública direta;17.740;14.489;Sim;14.488;Sim;1.323.614,78;150.000,00;131.750,00;54.022.394,22;Não;;;Não;;;Sim;;Sim;dez/17;Municipal;;7;91,35
311520;Conceição da Barra de Minas;MG;Sudeste     ;;2020;31152040;Prefeitura Municipal de Conceição da Barra de Minas;PMCBM;Empresa pública;3.946;2.787;Sim;2.700;Não;105.727,60;;;12.045.301,35;Não;;;;;;Sim;;Sim;;Intermunicipal;;0;37,94
311530;Cataguases;MG;Sudeste     ;;2020;31153040;Prefeitura Municipal de Cataguases;PMC;Administração pública direta;75.540;72.316;Sim;2.169;Sim;4.646.015,25;1.144.015,54;1.152.136,06;142.886.815,11;Não;;;Sim;Sim;Não;Não;;Não;;;;54;64,25
311535;Catas Altas;MG;Sudeste     ;;2020;31153540;Prefeitura Municipal de Catas Altas;PMCA;Administração pública direta;5.421;4.743;Não;;Sim;1.012.726,47;27.951,38;20.012,32;27.882.856,99;;;;;;;Não;;Não;;;;3;213,52
311545;Catuji;MG;Sudeste     ;;2020;31154540;PREFETURA MUNICIPAL DE CATUJI;PMC;Administração pública direta;6.257;1.578;Não;;Não;541.061,00;;;22.812.147,00;Não;;;Não;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Não;;;;2;342,88
311547;Catuti;MG;Sudeste     ;;2020;31154740;Prefeitura Municipal de Catuti;PMC;Administração pública direta;4.965;2.898;Não;;Não;363.140,48;;;9.622.243,00;;;;;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Não;;;;0;125,31
311550;Caxambu;MG;Sudeste     ;;2020;31155040;Secretaria Municipal de Meio Ambiente;SEMAM;Administração pública direta;21.610;21.159;Não;;Sim;1.351.660,00;1.193.121,81;900.000,00;10.000.000,00;Não;;;;;;Não;;Não;;;;0;63,88
311560;Cedro do Abaeté;MG;Sudeste     ;;2020;31156040;Prefeitura Municipal de Cedro do Abaeté;PMCA;Administração pública direta;1.157;988;Não;;Sim;228.370,24;5.000,00;3.740,33;13.264.985,49;Não;;;;;;Sim;;Não;;;;0;231,14
311590;Chácara;MG;Sudeste     ;;2020;31159040;Prefeitura Municipal de Chácara;PMC;Administração pública direta;3.186;2.172;Sim;;Sim;223.945,48;6.000,00;2.682,49;16.865.669,59;Não;;;Sim;Sim;Sim;Não;;Sim;jun/14;Municipal;;1;103,11
311600;Chalé;MG;Sudeste     ;;2020;31160040;PREFEITURA MUNICIPAL DE CHALÉ;PMC;Administração pública direta;5.699;2.811;Não;;Sim;348.122,08;100.000,00;15.078,94;18.451.273,78;;;;;;;Não;;Sim;;Municipal;;0;123,84
311615;Chapada Gaúcha;MG;Sudeste     ;;2020;31161540;Secretaria Municipal de Obras e Urbanismo;SOPUR;Administração pública direta;13.953;7.439;Não;;Sim;702.054,51;478.738,32;90.857,92;35.528.576,86;Não;;;Não;Sim;Não;Não;;Sim;jan/14;Municipal;;6;94,37
311620;Chiador;MG;Sudeste     ;;2020;31162040;Prefeitura Municipal de Chiador;PMC;Administração pública direta;2.671;1.425;Não;;Não;190.444,60;;;17.898.530,27;;;;;;;Sim;;Não;;;;8;133,65
311630;Cipotânea;MG;Sudeste     ;;2020;31163040;PREFEITURA MUNICIPAL DE CIPOTANEA;CIPOTÂNEA;Administração pública direta;6.799;3.130;Não;;Não;476.482,92;;;14.009.748,98;Não;;;Sim;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Sim;out/16;Municipal;;0;152,23
311640;Claraval;MG;Sudeste     ;;2020;31164040;Prefeitura Municipal de Claraval;PMC;Administração pública direta;4.853;2.703;Não;;Não;162.450,00;;;32.879.465,75;Não;;;;;;Não;;Não;;;;0;60,1
311650;Claro dos Poções;MG;Sudeste     ;;2020;31165040;Prefeitura Municipal;PM;Administração pública direta;7.514;5.075;Não;;Não;453.153,84;;;22.447.502,83;Não;;;;;;Não;;Sim;dez/18;Municipal;;0;89,29
311660;Cláudio;MG;Sudeste     ;;2020;31166040;Prefeitura Municpal de Claudio/MG;PMC;Administração pública direta;28.859;23.689;Sim;23.689;Sim;1.902.746,84;577.500,00;520.140,02;64.501.601,13;Não;;;Sim;Sim;Sim;Não;;Sim;fev/14;Municipal;;40;80,32
311670;Coimbra;MG;Sudeste     ;;2020;31167040;Prefeitura Municipal de Coimbra;PMC;Administração pública direta;7.594;5.551;Não;;Não;85.000,00;;;633.900,00;;;;;;;Sim;;Não;;;;0;15,31
311680;Coluna;MG;Sudeste     ;;2020;31168040;PREFEITURA MUNICIPAL DE COLUNA;PMC;Administração pública direta;8.841;3.737;Não;;Não;550.000,00;;;7.500.000,00;;;;;;;Não;;Sim;;Municipal;;0;147,18
311690;Comendador Gomes;MG;Sudeste     ;;2020;31169040;PREFEITURA MUNICIPAL DE COMENDADOR GOMES;PREF. C. G.;Administração pública direta;3.120;1.583;Não;;Não;523.500,00;;;7.743.447,82;Não;;;Não;Sim;Sim;Não;;Sim;out/10;Municipal;;0;330,7
311700;Comercinho;MG;Sudeste     ;;2020;31170040;Prefeitura Municipal;PM;Administração pública direta;6.774;2.896;Não;;Não;170.924,74;;;17.493.058,49;Não;;;;;;Não;;Não;;;;0;59,02
311710;Conceição da Aparecida;MG;Sudeste     ;;2020;31171040;Prefeitura Municipal de Conceição da Aparecida;PMCA;Administração pública direta;10.322;6.516;Não;;Não;438.164,67;;;28.837.726,50;Não;;;;;;Não;;Não;;;;0;67,24
311720;Conceição das Pedras;MG;Sudeste     ;;2020;31172040;PREFEITURA MUNICIPAL DE CONCEIÇÃO DAS PEDRAS;PMCP;Administração pública direta;2.813;1.544;Não;;Sim;181.308,00;30.800,00;23.379,00;13.017.503,00;;;;;;;Não;;Não;;;;0;117,43
311730;Conceição das Alagoas;MG;Sudeste     ;;2020;31173040;Secretaria de Infraestrutura;SI;Administração pública direta;28.346;25.685;Não;;Sim;475.130,28;300.000,00;162.912,28;77.269.589,12;Não;;;Sim;Sim;;Sim;;Sim;abr/20;Intermunicipal;[9 municípios]: Planura - MG, Uberaba - MG, Campo Florido - MG, Água Comprida - MG, Nova Ponte - MG, Veríssimo - MG, Santa Juliana - MG, Conceição das Alagoas - MG, Pirajuba - MG;0;18,5
311740;Conceição de Ipanema;MG;Sudeste     ;;2020;31174040;PREFEITURA MUNICIPAL DE CONCEIÇÃO DE IPANEMA;PMCI;Administração pública direta;4.578;1.565;Não;;Não;195.000,00;;;15.648.530,00;Não;;;;;;Não;;Não;;;;0;124,6
311750;Conceição do Mato Dentro;MG;Sudeste     ;;2020;31175040;Prefeitura Municipal de Conceição do Mato Dentro;SMMAGU;Administração pública direta;17.503;11.992;Sim;8.000;Não;1.689.297,85;;;140.619.157,99;Não;;;Não;Sim;Sim;Não;;Não;;;;82;140,87
311760;Conceição do Pará;MG;Sudeste     ;;2020;31176040;Prefeitura Municipal de Conceição do Pará;PMCP;Administração pública direta;5.533;2.161;Não;;Não;944.500,00;;;29.140.271,22;;;;;;;Sim;;Sim;;Municipal;;8;437,07
311770;Conceição do Rio Verde;MG;Sudeste     ;;2020;31177040;SEC DE OBRAS e SEC DE MEIO AMBIENTE;SEC OBRAS;Administração pública direta;13.684;12.104;Não;;Não;428.000,00;;;30.845.474,17;Não;;;;;;Não;;Não;;;;0;35,36
311780;Conceição dos Ouros;MG;Sudeste     ;;2020;31178040;Prefeitura Municipal de Conceição Dos Ouros;PMCO;Administração pública direta;11.748;9.186;Sim;4.593;Não;566.692,72;;;19.707.747,58;Não;;;;Sim;;Não;;Não;;;;0;61,69
311783;Cônego Marinho;MG;Sudeste     ;;2020;31178340;Prefeitura Municipal de Cônego Marinho;PMCM;Administração pública direta;7.686;2.073;Não;;Não;83.800,00;;;18.848.982,68;Não;;;;;;Sim;;Não;;;;0;40,42
311790;Congonhal;MG;Sudeste     ;;2020;31179040;PREFEITURA MUNICIPAL DE CONGONHAL;PMC;Administração pública direta;12.082;8.951;Não;;Não;306.648,38;;;29.311.258,59;Não;;;;;;Não;;Não;;;;0;34,26
311800;Congonhas;MG;Sudeste     ;;2020;31180040;Prefeitura Municipal de Congonhas;PMC;Administração pública direta;55.309;53.846;Sim;53.800;Sim;6.170.023,13;917.630,48;917.630,48;281.249.353,40;Não;;;Não;Sim;Sim;Sim;;Não;;;;122;114,59
311810;Congonhas do Norte;MG;Sudeste     ;;2020;31181040;PREFEITURA MUNICIPAL DE CONGONHAS DO NORTE;PMCN;Administração pública direta;5.046;2.652;Não;;Não;637.886,57;;;15.918.120,86;Não;;;Sim;Sim;Não;Não;;Sim;dez/15;Municipal;;0;240,53
311820;Conquista;MG;Sudeste     ;;2020;31182040;Secretaria Municipal de Obras e Serviços Públicos;SMOSP;Administração pública direta;6.969;6.056;Sim;4.600;Não;891.222,30;;;32.144.251,94;Não;;;;;;Não;;Sim;;Municipal;;0;147,16
311830;Conselheiro Lafaiete;MG;Sudeste     ;;2020;31183040;SECRETARIA DE OBRAS E MEIO AMBIENTE;SMOBMA;Administração pública direta;129.606;123.770;Sim;100.000;Sim;8.144.545,36;8.144.545,36;367.167,77;293.859.899,57;Não;;;;;;Sim;;Sim;jun/17;Municipal;;112;65,8
311840;Conselheiro Pena;MG;Sudeste     ;;2020;31184040;Serviço Autônomo de Água e Esgoto;SAAE;Autarquia;22.949;18.160;Não;;Não;1.251.489,81;;;40.367.547,63;Não;;;Não;Sim;Sim;Não;;Sim;mar/17;Municipal;;0;68,91
311850;Consolação;MG;Sudeste     ;;2020;31185040;Prefeitura Municipal de Consolação;PMC;Administração pública direta;1.784;981;Não;;Sim;194.064,80;10.900,00;3.978,42;13.939.114,50;Não;;;Sim;Sim;Não;Não;;Não;;;;0;197,82
311860;Contagem;MG;Sudeste     ;RM Belo Horizonte ;2020;31186040;Superintendência de Limpeza Urbana;SLU;Administração pública direta;668.949;666.685;Sim;131.384;Sim;48.548.732,82;25.000.000,00;22.203.470,04;1.740.606.908,08;Não;;;;;;Não;;Não;;;;531;72,82
311870;Coqueiral;MG;Sudeste     ;;2020;31187040;PREFEITURA MUNICIPAL DE COQUEIRAL;PMC;Administração pública direta;9.128;6.474;Sim;6.474;Sim;775.900,22;194.435,96;145.944,48;25.178.917,75;Não;;;;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Sim;dez/19;Municipal;;0;119,85
311880;Coração de Jesus;MG;Sudeste     ;;2020;31188040;Prefeitura Municipal;PM;Administração pública direta;26.611;15.094;Não;;Não;1.773.960,60;;;30.036.364,35;;;;;;;Não;;Não;;;;0;117,53
311890;Cordisburgo;MG;Sudeste     ;;2020;31189040;Prefeitura Municipal de Cordisburgo;PMC;Administração pública direta;8.897;6.119;Sim;6.114;Sim;571.629,98;90.390,00;34.984,00;17.144.772,59;Não;;;Não;Sim;Sim;Sim;;Não;;;;0;93,42
311900;Cordislândia;MG;Sudeste     ;;2020;31190040;Prefeitura Municipal;PMC;Administração pública direta;3.542;2.843;Não;;Sim;121.050,00;65.000,00;40.000,00;5.200.000,00;Não;;;;;;Não;;Não;;;;0;42,58
311920;Coroaci;MG;Sudeste     ;;2020;31192040;Prefeitura Municipal de Coroaci MG;PMC;Administração pública direta;9.943;5.016;Não;;Não;635.659,37;;;31.058.469,44;;;;;;;Não;;Não;;;;0;126,73
311930;Coromandel;MG;Sudeste     ;;2020;31193040;Secretaria Municipal de  Obras, Serviços Públicos e Transporte;Semot;Administração pública direta;27.966;21.995;Não;;Não;2.351.400,00;;;54.720.000,00;;;;Sim;Sim;Sim;Sim;;Sim;jul/15;Intermunicipal;[8 municípios]: Indianópolis - MG, Iraí de Minas - MG, Douradoquara - MG, Monte Carmelo - MG, Romaria - MG, Estrela do Sul - MG, Grupiara - MG, Cascalho Rico - MG;0;106,91
311940;Coronel Fabriciano;MG;Sudeste     ;RM Vale do Aço;2020;31194040;Secretaria de Governança de Obras e Serviços Urbanos;SGOS;Administração pública direta;110.290;108.908;Não;;Não;8.615.158,81;;;280.043.234,00;;;;;;;Não;;Não;;;;88;79,1
311950;Coronel Murta;MG;Sudeste     ;;2020;31195040;Prefeitura Municipal de Coronel Murta;PMCM;Administração pública direta;9.215;6.765;Não;;Não;1.247.651,18;;;27.975.136,08;Não;;;;;;Não;;Sim;out/18;Municipal;;0;184,43
